id,subject,organizer_name,organizer_address,location,start_date,end_date,is_all_day,is_online,attendees
events_00018,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00018,organizer_address-00018,"Missoula, MT",2026-02-18T08:59:00Z,2025-01-30T16:25:00Z,True,True,attendees-00018
events_00019,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00019,organizer_address-00019,"Bozeman, MT",2025-01-30T23:54:00Z,2024-10-08T14:53:00Z,False,False,attendees-00019
events_00020,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00020,organizer_address-00020,"Whitefish, MT",2025-06-23T12:57:00Z,2026-02-17T08:02:00Z,True,False,attendees-00020
events_00021,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00021,organizer_address-00021,"Bozeman, MT",2025-11-09T01:00:00Z,2024-09-18T17:03:00Z,False,True,attendees-00021
events_00022,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00022,organizer_address-00022,"Kalispell, MT",2024-11-04T02:46:00Z,2025-03-21T08:52:00Z,False,True,attendees-00022
events_00023,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00023,organizer_address-00023,"Whitefish, MT",2026-04-22T23:25:00Z,2025-05-03T01:40:00Z,False,False,attendees-00023
events_00024,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00024,organizer_address-00024,"Bozeman, MT",2025-10-25T02:40:00Z,2026-01-31T22:34:00Z,False,True,attendees-00024
events_00025,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00025,organizer_address-00025,"Missoula, MT",2025-05-17T11:01:00Z,2025-08-04T01:40:00Z,False,False,attendees-00025
events_00026,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00026,organizer_address-00026,"Bozeman, MT",2025-08-06T23:42:00Z,2025-04-03T12:52:00Z,True,False,attendees-00026
events_00027,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00027,organizer_address-00027,"Bozeman, MT",2024-10-23T03:51:00Z,2026-06-05T18:25:00Z,False,False,attendees-00027
events_00028,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00028,organizer_address-00028,"Missoula, MT",2026-04-02T07:02:00Z,2026-06-08T07:37:00Z,False,False,attendees-00028
events_00029,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00029,organizer_address-00029,"Kalispell, MT",2026-05-28T00:01:00Z,2025-08-08T13:23:00Z,False,False,attendees-00029
events_00030,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00030,organizer_address-00030,"Kalispell, MT",2025-10-25T22:23:00Z,2024-11-21T05:44:00Z,False,True,attendees-00030
events_00031,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00031,organizer_address-00031,"Kalispell, MT",2026-02-08T00:08:00Z,2026-03-23T07:59:00Z,True,False,attendees-00031
events_00032,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00032,organizer_address-00032,"Kalispell, MT",2026-10-13T12:53:00Z,2026-07-30T15:22:00Z,True,False,attendees-00032
events_00033,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00033,organizer_address-00033,"Kalispell, MT",2026-03-17T20:14:00Z,2025-05-01T11:11:00Z,True,False,attendees-00033
events_00034,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00034,organizer_address-00034,"Missoula, MT",2024-11-16T23:16:00Z,2025-01-29T21:31:00Z,True,False,attendees-00034
events_00035,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00035,organizer_address-00035,"Whitefish, MT",2026-04-24T09:29:00Z,2025-09-05T02:04:00Z,False,False,attendees-00035
events_00036,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00036,organizer_address-00036,"Kalispell, MT",2026-06-25T18:36:00Z,2025-04-02T07:38:00Z,False,True,attendees-00036
events_00037,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00037,organizer_address-00037,"Missoula, MT",2026-04-30T17:40:00Z,2026-04-14T17:46:00Z,False,True,attendees-00037
events_00038,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00038,organizer_address-00038,"Whitefish, MT",2025-04-17T17:06:00Z,2026-07-03T13:56:00Z,False,True,attendees-00038
events_00039,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00039,organizer_address-00039,"West Glacier, MT",2026-05-20T14:23:00Z,2026-07-14T01:42:00Z,False,False,attendees-00039
events_00040,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00040,organizer_address-00040,"Bozeman, MT",2025-11-13T04:08:00Z,2025-01-16T22:19:00Z,True,True,attendees-00040
events_00041,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00041,organizer_address-00041,"Whitefish, MT",2025-03-05T22:48:00Z,2025-07-26T06:38:00Z,False,True,attendees-00041
events_00042,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00042,organizer_address-00042,"West Glacier, MT",2025-05-05T16:53:00Z,2026-05-23T03:10:00Z,True,False,attendees-00042
events_00043,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00043,organizer_address-00043,"Kalispell, MT",2025-12-22T03:09:00Z,2024-10-18T12:01:00Z,True,False,attendees-00043
events_00044,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00044,organizer_address-00044,"Bozeman, MT",2025-03-05T06:34:00Z,2024-09-14T17:57:00Z,True,False,attendees-00044
events_00045,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00045,organizer_address-00045,"West Glacier, MT",2026-06-05T02:49:00Z,2026-08-30T00:43:00Z,False,False,attendees-00045
events_00046,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00046,organizer_address-00046,"Missoula, MT",2024-10-14T04:36:00Z,2026-03-17T10:47:00Z,True,False,attendees-00046
events_00047,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00047,organizer_address-00047,"Missoula, MT",2026-10-22T17:30:00Z,2025-10-08T21:30:00Z,True,False,attendees-00047
events_00048,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00048,organizer_address-00048,"Missoula, MT",2026-03-14T01:05:00Z,2026-07-30T22:59:00Z,False,False,attendees-00048
events_00049,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00049,organizer_address-00049,"Kalispell, MT",2024-09-10T11:25:00Z,2026-05-14T23:15:00Z,False,False,attendees-00049
events_00050,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00050,organizer_address-00050,"Whitefish, MT",2025-09-16T19:00:00Z,2026-03-25T18:20:00Z,False,False,attendees-00050
events_00051,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00051,organizer_address-00051,"Whitefish, MT",2024-09-07T13:16:00Z,2025-10-03T23:42:00Z,False,False,attendees-00051
events_00052,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00052,organizer_address-00052,"Whitefish, MT",2025-02-02T03:50:00Z,2026-07-27T03:28:00Z,True,False,attendees-00052
events_00053,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00053,organizer_address-00053,"Bozeman, MT",2025-11-08T19:51:00Z,2025-09-04T12:41:00Z,True,False,attendees-00053
events_00054,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00054,organizer_address-00054,"Bozeman, MT",2026-07-08T08:25:00Z,2025-08-31T21:20:00Z,False,True,attendees-00054
events_00055,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00055,organizer_address-00055,"Whitefish, MT",2025-07-24T02:57:00Z,2026-02-24T19:39:00Z,True,False,attendees-00055
events_00056,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00056,organizer_address-00056,"West Glacier, MT",2024-12-15T16:11:00Z,2026-11-13T07:34:00Z,False,False,attendees-00056
events_00057,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00057,organizer_address-00057,"West Glacier, MT",2024-10-28T23:43:00Z,2025-05-07T04:21:00Z,True,False,attendees-00057
events_00058,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00058,organizer_address-00058,"Whitefish, MT",2025-10-28T15:25:00Z,2026-08-20T01:17:00Z,False,True,attendees-00058
events_00059,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00059,organizer_address-00059,"Whitefish, MT",2025-10-13T17:36:00Z,2025-12-06T07:46:00Z,True,False,attendees-00059
events_00060,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00060,organizer_address-00060,"Bozeman, MT",2025-01-14T03:34:00Z,2026-06-06T23:58:00Z,True,False,attendees-00060
events_00061,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00061,organizer_address-00061,"Whitefish, MT",2025-08-26T05:18:00Z,2025-06-18T15:36:00Z,False,True,attendees-00061
events_00062,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00062,organizer_address-00062,"West Glacier, MT",2025-08-27T12:45:00Z,2025-01-14T01:43:00Z,True,False,attendees-00062
events_00063,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00063,organizer_address-00063,"Bozeman, MT",2026-10-05T22:19:00Z,2025-07-28T17:31:00Z,False,False,attendees-00063
events_00064,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00064,organizer_address-00064,"Bozeman, MT",2026-03-17T06:46:00Z,2026-03-16T09:44:00Z,False,False,attendees-00064
events_00065,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00065,organizer_address-00065,"West Glacier, MT",2026-07-16T17:56:00Z,2025-08-09T08:32:00Z,False,False,attendees-00065
events_00066,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00066,organizer_address-00066,"Bozeman, MT",2026-05-30T06:13:00Z,2025-10-07T23:23:00Z,True,False,attendees-00066
events_00067,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00067,organizer_address-00067,"Kalispell, MT",2026-10-31T18:58:00Z,2026-01-21T07:32:00Z,True,True,attendees-00067
events_00068,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00068,organizer_address-00068,"Missoula, MT",2025-02-28T20:45:00Z,2026-01-26T12:17:00Z,True,True,attendees-00068
events_00069,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00069,organizer_address-00069,"West Glacier, MT",2026-10-28T12:01:00Z,2025-10-23T22:07:00Z,False,False,attendees-00069
events_00070,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00070,organizer_address-00070,"West Glacier, MT",2026-05-30T06:31:00Z,2025-05-15T17:28:00Z,False,True,attendees-00070
events_00071,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00071,organizer_address-00071,"West Glacier, MT",2026-06-15T23:38:00Z,2025-04-03T13:13:00Z,True,False,attendees-00071
events_00072,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00072,organizer_address-00072,"Whitefish, MT",2025-12-27T21:27:00Z,2026-03-28T08:15:00Z,True,False,attendees-00072
events_00073,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00073,organizer_address-00073,"Bozeman, MT",2025-01-07T23:34:00Z,2025-12-03T07:05:00Z,False,False,attendees-00073
events_00074,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00074,organizer_address-00074,"West Glacier, MT",2025-03-30T19:27:00Z,2025-09-07T15:43:00Z,False,False,attendees-00074
events_00075,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00075,organizer_address-00075,"Kalispell, MT",2025-07-02T13:03:00Z,2024-11-24T06:21:00Z,False,False,attendees-00075
events_00076,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00076,organizer_address-00076,"Whitefish, MT",2025-05-20T21:20:00Z,2026-06-20T11:35:00Z,False,False,attendees-00076
events_00077,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00077,organizer_address-00077,"West Glacier, MT",2024-09-28T12:19:00Z,2026-07-13T15:11:00Z,False,False,attendees-00077
events_00078,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00078,organizer_address-00078,"Bozeman, MT",2026-02-16T09:57:00Z,2025-02-05T17:44:00Z,True,False,attendees-00078
events_00079,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00079,organizer_address-00079,"Bozeman, MT",2026-04-04T00:56:00Z,2025-08-26T22:33:00Z,False,False,attendees-00079
events_00080,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00080,organizer_address-00080,"Bozeman, MT",2025-11-22T04:09:00Z,2025-09-26T13:00:00Z,False,False,attendees-00080
events_00081,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00081,organizer_address-00081,"Kalispell, MT",2024-09-26T21:24:00Z,2025-10-10T19:44:00Z,False,True,attendees-00081
events_00082,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00082,organizer_address-00082,"West Glacier, MT",2026-10-27T22:04:00Z,2025-02-20T14:50:00Z,False,False,attendees-00082
events_00083,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00083,organizer_address-00083,"Whitefish, MT",2025-07-19T00:24:00Z,2025-05-31T19:46:00Z,True,False,attendees-00083
events_00084,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00084,organizer_address-00084,"Missoula, MT",2024-10-03T02:38:00Z,2025-06-22T19:03:00Z,True,False,attendees-00084
events_00085,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00085,organizer_address-00085,"Whitefish, MT",2026-03-20T16:59:00Z,2025-08-24T00:11:00Z,False,False,attendees-00085
events_00086,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00086,organizer_address-00086,"Missoula, MT",2025-07-13T15:12:00Z,2026-07-30T18:27:00Z,True,False,attendees-00086
events_00087,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00087,organizer_address-00087,"Kalispell, MT",2026-06-16T10:26:00Z,2026-03-22T07:13:00Z,False,False,attendees-00087
events_00088,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00088,organizer_address-00088,"Whitefish, MT",2026-05-31T06:21:00Z,2025-03-09T14:32:00Z,True,False,attendees-00088
events_00089,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00089,organizer_address-00089,"Kalispell, MT",2025-01-18T17:38:00Z,2025-11-07T16:36:00Z,True,True,attendees-00089
events_00090,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00090,organizer_address-00090,"Whitefish, MT",2026-01-01T12:22:00Z,2024-11-04T07:36:00Z,False,True,attendees-00090
events_00091,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00091,organizer_address-00091,"West Glacier, MT",2026-03-23T22:21:00Z,2025-12-05T16:05:00Z,True,False,attendees-00091
events_00092,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00092,organizer_address-00092,"Missoula, MT",2025-01-01T16:49:00Z,2026-10-06T21:49:00Z,False,True,attendees-00092
events_00093,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00093,organizer_address-00093,"Bozeman, MT",2025-11-10T00:41:00Z,2025-07-08T03:28:00Z,False,False,attendees-00093
events_00094,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00094,organizer_address-00094,"Kalispell, MT",2026-04-09T18:43:00Z,2026-01-12T07:49:00Z,False,False,attendees-00094
events_00095,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00095,organizer_address-00095,"West Glacier, MT",2026-07-22T06:10:00Z,2026-04-15T19:27:00Z,False,True,attendees-00095
events_00096,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00096,organizer_address-00096,"Bozeman, MT",2024-11-06T06:05:00Z,2024-10-29T06:14:00Z,True,False,attendees-00096
events_00097,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00097,organizer_address-00097,"Whitefish, MT",2026-07-16T18:57:00Z,2026-04-28T01:32:00Z,False,True,attendees-00097
events_00098,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00098,organizer_address-00098,"Missoula, MT",2024-09-24T03:33:00Z,2026-09-27T20:31:00Z,False,False,attendees-00098
events_00099,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00099,organizer_address-00099,"Missoula, MT",2026-11-07T15:52:00Z,2025-08-24T00:53:00Z,True,False,attendees-00099
events_00100,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00100,organizer_address-00100,"Kalispell, MT",2024-11-28T02:34:00Z,2026-09-09T19:20:00Z,True,False,attendees-00100
events_00101,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00101,organizer_address-00101,"Missoula, MT",2024-09-19T17:14:00Z,2026-02-07T10:13:00Z,False,False,attendees-00101
events_00102,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00102,organizer_address-00102,"Kalispell, MT",2026-05-22T17:31:00Z,2025-08-10T08:31:00Z,False,False,attendees-00102
events_00103,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00103,organizer_address-00103,"Kalispell, MT",2026-10-31T08:03:00Z,2026-01-30T20:59:00Z,False,True,attendees-00103
events_00104,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00104,organizer_address-00104,"Bozeman, MT",2025-08-10T18:07:00Z,2025-05-22T06:23:00Z,False,False,attendees-00104
events_00105,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00105,organizer_address-00105,"Kalispell, MT",2026-05-07T08:02:00Z,2026-02-26T02:16:00Z,False,False,attendees-00105
events_00106,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00106,organizer_address-00106,"Bozeman, MT",2026-09-06T05:24:00Z,2025-10-04T15:53:00Z,True,False,attendees-00106
events_00107,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00107,organizer_address-00107,"Bozeman, MT",2025-08-19T19:38:00Z,2026-09-20T23:20:00Z,False,False,attendees-00107
events_00108,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00108,organizer_address-00108,"Kalispell, MT",2026-02-26T22:52:00Z,2026-09-15T17:55:00Z,False,True,attendees-00108
events_00109,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00109,organizer_address-00109,"Bozeman, MT",2026-04-29T01:56:00Z,2025-09-27T19:53:00Z,False,False,attendees-00109
events_00110,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00110,organizer_address-00110,"Kalispell, MT",2025-05-12T13:16:00Z,2024-12-09T18:12:00Z,False,False,attendees-00110
events_00111,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00111,organizer_address-00111,"Whitefish, MT",2026-03-23T06:17:00Z,2025-08-22T17:46:00Z,False,True,attendees-00111
events_00112,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00112,organizer_address-00112,"West Glacier, MT",2025-07-17T13:39:00Z,2026-06-09T10:17:00Z,False,False,attendees-00112
events_00113,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00113,organizer_address-00113,"Missoula, MT",2025-06-30T02:30:00Z,2025-04-03T00:58:00Z,False,False,attendees-00113
events_00114,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00114,organizer_address-00114,"Bozeman, MT",2026-01-21T12:15:00Z,2025-05-31T21:51:00Z,False,False,attendees-00114
events_00115,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00115,organizer_address-00115,"Missoula, MT",2025-06-09T06:21:00Z,2025-08-07T12:43:00Z,False,False,attendees-00115
events_00116,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00116,organizer_address-00116,"Kalispell, MT",2026-08-29T08:43:00Z,2025-08-09T06:32:00Z,False,False,attendees-00116
events_00117,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00117,organizer_address-00117,"Missoula, MT",2026-07-15T16:45:00Z,2026-03-28T20:10:00Z,True,True,attendees-00117
events_00118,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00118,organizer_address-00118,"Missoula, MT",2026-01-27T08:21:00Z,2026-09-10T03:59:00Z,False,False,attendees-00118
events_00119,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00119,organizer_address-00119,"West Glacier, MT",2025-03-09T18:28:00Z,2026-05-21T10:13:00Z,False,False,attendees-00119
events_00120,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00120,organizer_address-00120,"Kalispell, MT",2025-06-14T18:22:00Z,2026-04-10T16:24:00Z,False,False,attendees-00120
events_00121,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00121,organizer_address-00121,"Missoula, MT",2025-12-20T14:04:00Z,2026-05-30T10:43:00Z,True,False,attendees-00121
events_00122,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00122,organizer_address-00122,"West Glacier, MT",2026-09-01T07:35:00Z,2025-12-13T04:35:00Z,False,True,attendees-00122
events_00123,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00123,organizer_address-00123,"West Glacier, MT",2025-04-30T14:28:00Z,2025-09-04T08:30:00Z,True,False,attendees-00123
events_00124,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00124,organizer_address-00124,"West Glacier, MT",2025-05-17T05:49:00Z,2024-11-30T11:27:00Z,False,False,attendees-00124
events_00125,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00125,organizer_address-00125,"West Glacier, MT",2025-03-18T17:41:00Z,2026-06-03T22:37:00Z,False,False,attendees-00125
events_00126,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00126,organizer_address-00126,"Kalispell, MT",2026-06-16T13:17:00Z,2026-01-02T10:48:00Z,True,False,attendees-00126
events_00127,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00127,organizer_address-00127,"Missoula, MT",2024-09-26T09:03:00Z,2024-12-01T07:18:00Z,False,False,attendees-00127
events_00128,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00128,organizer_address-00128,"West Glacier, MT",2025-11-09T04:04:00Z,2025-01-25T03:24:00Z,False,False,attendees-00128
events_00129,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00129,organizer_address-00129,"Whitefish, MT",2025-03-06T17:14:00Z,2025-12-21T23:31:00Z,False,False,attendees-00129
events_00130,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00130,organizer_address-00130,"Bozeman, MT",2025-10-07T13:30:00Z,2025-09-05T03:36:00Z,True,False,attendees-00130
events_00131,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00131,organizer_address-00131,"West Glacier, MT",2025-02-02T22:45:00Z,2025-01-12T12:20:00Z,True,False,attendees-00131
events_00132,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00132,organizer_address-00132,"Kalispell, MT",2025-02-26T11:04:00Z,2025-03-31T06:28:00Z,False,True,attendees-00132
events_00133,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00133,organizer_address-00133,"Kalispell, MT",2025-06-23T03:03:00Z,2026-07-25T02:38:00Z,True,True,attendees-00133
events_00134,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00134,organizer_address-00134,"Missoula, MT",2026-09-29T00:53:00Z,2025-05-03T18:17:00Z,False,False,attendees-00134
events_00135,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00135,organizer_address-00135,"West Glacier, MT",2026-10-14T23:21:00Z,2026-01-17T18:14:00Z,False,False,attendees-00135
