id,type,status,title,space_key,parent_id,version,body,created_by,created_at
cfp_rollup_110,page,current,Site Bagamoyo monthly rollup 2026-02,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-02-28T14:00:00Z
cfp_rollup_111,page,current,Site Kintampo monthly rollup 2026-03,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-03-28T14:00:00Z
cfp_rollup_112,page,current,Site Kilifi monthly rollup 2026-03,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-03-28T14:00:00Z
cfp_rollup_113,page,current,Site Manhica monthly rollup 2026-03,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-03-28T14:00:00Z
cfp_rollup_114,page,current,Site Nanoro monthly rollup 2026-03,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-03-28T14:00:00Z
cfp_rollup_115,page,current,Site Bagamoyo monthly rollup 2026-03,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-03-28T14:00:00Z
cfp_rollup_116,page,current,Site Kintampo monthly rollup 2026-04,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-04-28T14:00:00Z
cfp_rollup_117,page,current,Site Kilifi monthly rollup 2026-04,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-04-28T14:00:00Z
cfp_rollup_118,page,current,Site Manhica monthly rollup 2026-04,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-04-28T14:00:00Z
cfp_rollup_119,page,current,Site Nanoro monthly rollup 2026-04,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-04-28T14:00:00Z
cfp_rollup_120,page,current,Site Bagamoyo monthly rollup 2026-04,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-04-28T14:00:00Z
cfp_rollup_121,page,current,Site Kintampo monthly rollup 2026-05,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-05-28T14:00:00Z
cfp_rollup_122,page,current,Site Kilifi monthly rollup 2026-05,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-05-28T14:00:00Z
cfp_rollup_123,page,current,Site Manhica monthly rollup 2026-05,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-05-28T14:00:00Z
cfp_rollup_124,page,current,Site Nanoro monthly rollup 2026-05,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-05-28T14:00:00Z
cfp_rollup_125,page,current,Site Bagamoyo monthly rollup 2026-05,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-05-28T14:00:00Z
cfp_rollup_126,page,current,Site Kintampo monthly rollup 2026-06,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-06-28T14:00:00Z
cfp_rollup_127,page,current,Site Kilifi monthly rollup 2026-06,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-06-28T14:00:00Z
cfp_rollup_128,page,current,Site Manhica monthly rollup 2026-06,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-06-28T14:00:00Z
cfp_rollup_129,page,current,Site Nanoro monthly rollup 2026-06,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-06-28T14:00:00Z
cfp_rollup_130,page,current,Site Bagamoyo monthly rollup 2026-06,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-06-28T14:00:00Z
cfp_rollup_131,page,current,Site Kintampo monthly rollup 2026-07,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-07-28T14:00:00Z
cfp_rollup_132,page,current,Site Kilifi monthly rollup 2026-07,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-07-28T14:00:00Z
cfp_rollup_133,page,current,Site Manhica monthly rollup 2026-07,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-07-28T14:00:00Z
cfp_rollup_134,page,current,Site Nanoro monthly rollup 2026-07,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-07-28T14:00:00Z
cfp_rollup_135,page,current,Site Bagamoyo monthly rollup 2026-07,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-07-28T14:00:00Z
cfp_rollup_136,page,current,Site Kintampo monthly rollup 2026-08,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-08-28T14:00:00Z
cfp_rollup_137,page,current,Site Kilifi monthly rollup 2026-08,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-08-28T14:00:00Z
cfp_rollup_138,page,current,Site Manhica monthly rollup 2026-08,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-08-28T14:00:00Z
cfp_rollup_139,page,current,Site Nanoro monthly rollup 2026-08,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-08-28T14:00:00Z
cfp_rollup_140,page,current,Site Bagamoyo monthly rollup 2026-08,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-08-28T14:00:00Z
cfp_rollup_141,page,current,Site Kintampo monthly rollup 2026-09,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-09-28T14:00:00Z
cfp_rollup_142,page,current,Site Kilifi monthly rollup 2026-09,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-09-28T14:00:00Z
cfp_rollup_143,page,current,Site Manhica monthly rollup 2026-09,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-09-28T14:00:00Z
cfp_rollup_144,page,current,Site Nanoro monthly rollup 2026-09,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-09-28T14:00:00Z
cfp_rollup_145,page,current,Site Bagamoyo monthly rollup 2026-09,RTSS-MULTISITE,,1,"Monthly rollup summarizing enrollment coverage and IRB status. Cross-check Jira for authoritative coverage.",fritz.rush@Finthesiss.ai,2026-09-28T14:00:00Z
cfp_sop_146,page,current,New fellow orientation checklist,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_147,page,current,OPAT dosing quick reference,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_148,page,current,Vancomycin monitoring SOP,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_149,page,current,Sepsis pediatric bundle,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_150,page,current,Neonatal HSV rule-out algorithm,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_151,page,current,RSV admission criteria,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_152,page,current,Pediatric mpox screening protocol,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_153,page,current,Consult service rotation guide,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_154,page,current,Call coverage guide,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_155,page,current,Fellow presentation prep guide,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_156,page,current,Fellow research day expectations,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_157,page,current,Grand Rounds slide template,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_158,page,current,Manuscript submission checklist,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_159,page,current,IRB amendment SOP,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_160,page,current,Data safety monitoring plan,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_161,page,current,Adverse event reporting,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_162,page,current,Vaccine implementation study workflow,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_163,page,current,Field data quality assurance,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_164,page,current,Coverage denominator calculation,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_sop_165,page,current,Efficacy fraction reference,IDA-SOP,,1,"Standard operating procedure page. Fellowship reference.",kosborne@gmail.com,2025-06-15T10:00:00Z
cfp_bookclub_166,page,current,2024 Reading List,BOOKCLUB,,1,"Book club archive.",fritz.rush@Finthesiss.ai,2025-06-15T20:00:00Z
cfp_bookclub_167,page,current,2025 Reading List,BOOKCLUB,,1,"Book club archive.",fritz.rush@Finthesiss.ai,2025-06-15T20:00:00Z
cfp_bookclub_168,page,current,Farmer memorial reading,BOOKCLUB,,1,"Book club archive.",fritz.rush@Finthesiss.ai,2025-06-15T20:00:00Z
cfp_bookclub_169,page,current,Fritz book pick criteria,BOOKCLUB,,1,"Book club archive.",fritz.rush@Finthesiss.ai,2025-06-15T20:00:00Z
cfp_bookclub_170,page,current,Meeting notes archive Q1,BOOKCLUB,,1,"Book club archive.",fritz.rush@Finthesiss.ai,2025-06-15T20:00:00Z
cfp_bookclub_171,page,current,Meeting notes archive Q2,BOOKCLUB,,1,"Book club archive.",fritz.rush@Finthesiss.ai,2025-06-15T20:00:00Z
cfp_bookclub_172,page,current,Meeting notes archive Q3,BOOKCLUB,,1,"Book club archive.",fritz.rush@Finthesiss.ai,2025-06-15T20:00:00Z
cfp_bookclub_173,page,current,Guest speaker archive,BOOKCLUB,,1,"Book club archive.",fritz.rush@Finthesiss.ai,2025-06-15T20:00:00Z
cfp_bookclub_174,page,current,Winter break archive,BOOKCLUB,,1,"Book club archive.",fritz.rush@Finthesiss.ai,2025-06-15T20:00:00Z
cfp_bookclub_175,page,current,Members roster,BOOKCLUB,,1,"Book club archive.",fritz.rush@Finthesiss.ai,2025-06-15T20:00:00Z
cfp_family_176,page,current,Kids school forms archive,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_177,page,current,Ava pediatrician notes,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_178,page,current,Carter pediatrician notes,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_179,page,current,Florence care coordination,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_180,page,current,Rebecca babysitting availability,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_181,page,current,Grace best-friend logistics,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_182,page,current,Diane Gatewood schedule,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_183,page,current,Home maintenance log,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_184,page,current,Costco monthly checklist,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_185,page,current,Instacart preferred vendors,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_186,page,current,Restaurant tier list,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_187,page,current,Fernbank calendar,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_188,page,current,Decatur weekend picks,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_189,page,current,Emergency contacts sheet,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_family_190,page,current,MTHFR variant family notes,FAMILY,,1,"Family reference.",fritz.rush@Finthesiss.ai,2025-04-15T10:00:00Z
cfp_run_191,page,current,Hal Higdon Intermediate 1 base plan,RUNNING,,1,"Personal running note.",fritz.rush@Finthesiss.ai,2024-09-01T05:15:00Z
cfp_run_192,page,current,Route library,RUNNING,,1,"Personal running note.",fritz.rush@Finthesiss.ai,2024-09-01T05:15:00Z
cfp_run_193,page,current,Race calendar 2026,RUNNING,,1,"Personal running note.",fritz.rush@Finthesiss.ai,2024-09-01T05:15:00Z
cfp_run_194,page,current,Race day nutrition,RUNNING,,1,"Personal running note.",fritz.rush@Finthesiss.ai,2024-09-01T05:15:00Z
cfp_run_195,page,current,Recovery protocols,RUNNING,,1,"Personal running note.",fritz.rush@Finthesiss.ai,2024-09-01T05:15:00Z
cfp_run_196,page,current,Half-marathon post-race routine,RUNNING,,1,"Personal running note.",fritz.rush@Finthesiss.ai,2024-09-01T05:15:00Z
cfp_run_197,page,current,Long-run playlist notes,RUNNING,,1,"Personal running note.",fritz.rush@Finthesiss.ai,2024-09-01T05:15:00Z
cfp_run_198,page,current,Weather backup routes,RUNNING,,1,"Personal running note.",fritz.rush@Finthesiss.ai,2024-09-01T05:15:00Z
cfp_run_199,page,current,Injury prevention log,RUNNING,,1,"Personal running note.",fritz.rush@Finthesiss.ai,2024-09-01T05:15:00Z
cfp_run_200,page,current,Shoe rotation log,RUNNING,,1,"Personal running note.",fritz.rush@Finthesiss.ai,2024-09-01T05:15:00Z
