id,host_id,topic,type,status,start_time,duration,timezone,join_url,agenda,created_at
8001112234,zm-jason,Site visit debrief - Summit,2,ended,2026-03-01T13:00:00Z,30,America/New_York,https://zoom.us/j/8001112234,Agenda: Site visit debrief - Summit. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-22T09:00:00Z
8001112235,zm-jason,Site visit debrief - St Johns,2,ended,2026-03-25T08:00:00Z,90,America/New_York,https://zoom.us/j/8001112235,Agenda: Site visit debrief - St Johns. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-05-24T09:00:00Z
8001112236,zm-jason,Journal club,2,waiting,2026-07-16T17:00:00Z,30,America/New_York,https://zoom.us/j/8001112236,Agenda: Journal club. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-05-18T09:00:00Z
8001112237,zm-jason,Cath lab morning huddle,2,started,2026-01-22T11:00:00Z,60,America/New_York,https://zoom.us/j/8001112237,Agenda: Cath lab morning huddle. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-02-24T09:00:00Z
8001112238,zm-jason,Practice all-hands Q3,2,waiting,2026-02-06T17:00:00Z,30,America/New_York,https://zoom.us/j/8001112238,Agenda: Practice all-hands Q3. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-07-20T09:00:00Z
8001112239,zm-jason,Chief fellow meeting,2,started,2026-08-04T16:00:00Z,60,America/New_York,https://zoom.us/j/8001112239,Agenda: Chief fellow meeting. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-06T09:00:00Z
8001112240,zm-jason,Second-year fellows,2,started,2026-04-06T17:00:00Z,90,America/New_York,https://zoom.us/j/8001112240,Agenda: Second-year fellows. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-05-25T09:00:00Z
8001112241,zm-jason,First-year fellows,2,started,2026-03-07T11:00:00Z,90,America/New_York,https://zoom.us/j/8001112241,Agenda: First-year fellows. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-03T09:00:00Z
8001112242,zm-jason,Peer review committee,2,ended,2026-07-28T16:00:00Z,30,America/New_York,https://zoom.us/j/8001112242,Agenda: Peer review committee. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-06-20T09:00:00Z
8001112243,zm-jason,Quality improvement Q3,2,ended,2026-05-15T12:00:00Z,90,America/New_York,https://zoom.us/j/8001112243,Agenda: Quality improvement Q3. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-26T09:00:00Z
8001112244,zm-jason,Patient satisfaction Q3,2,ended,2026-03-09T13:00:00Z,90,America/New_York,https://zoom.us/j/8001112244,Agenda: Patient satisfaction Q3. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-06-24T09:00:00Z
8001112245,zm-jason,Complaint log review,2,started,2026-09-22T08:00:00Z,90,America/New_York,https://zoom.us/j/8001112245,Agenda: Complaint log review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-04-11T09:00:00Z
8001112246,zm-jason,Grievance response review,2,ended,2026-06-25T09:00:00Z,30,America/New_York,https://zoom.us/j/8001112246,Agenda: Grievance response review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-24T09:00:00Z
8001112247,zm-jason,Practice marketing update,2,waiting,2026-04-09T08:00:00Z,30,America/New_York,https://zoom.us/j/8001112247,Agenda: Practice marketing update. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-08T09:00:00Z
8001112248,zm-jason,Website content review,2,ended,2026-08-24T11:00:00Z,30,America/New_York,https://zoom.us/j/8001112248,Agenda: Website content review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-07T09:00:00Z
8001112249,zm-jason,Practice photo directory,2,started,2026-07-20T08:00:00Z,90,America/New_York,https://zoom.us/j/8001112249,Agenda: Practice photo directory. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-07-06T09:00:00Z
8001112250,zm-jason,Referral network update,2,waiting,2026-02-21T08:00:00Z,30,America/New_York,https://zoom.us/j/8001112250,Agenda: Referral network update. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-03T09:00:00Z
8001112251,zm-jason,Insurance panel review,2,ended,2026-01-23T15:00:00Z,60,America/New_York,https://zoom.us/j/8001112251,Agenda: Insurance panel review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-07-08T09:00:00Z
8001112252,zm-jason,Credentialing documents,2,waiting,2026-06-09T13:00:00Z,60,America/New_York,https://zoom.us/j/8001112252,Agenda: Credentialing documents. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-02-01T09:00:00Z
8001112253,zm-jason,Riverside privileges renewal,2,started,2026-02-16T17:00:00Z,30,America/New_York,https://zoom.us/j/8001112253,Agenda: Riverside privileges renewal. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-07-01T09:00:00Z
8001112254,zm-jason,St. Francis privileges renewal,2,started,2026-01-16T10:00:00Z,60,America/New_York,https://zoom.us/j/8001112254,Agenda: St. Francis privileges renewal. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-12T09:00:00Z
8001112255,zm-jason,Practice IT ticket review,2,ended,2026-08-14T17:00:00Z,30,America/New_York,https://zoom.us/j/8001112255,Agenda: Practice IT ticket review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-06-24T09:00:00Z
8001112256,zm-jason,IT support review,2,started,2026-03-04T11:00:00Z,90,America/New_York,https://zoom.us/j/8001112256,Agenda: IT support review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-04-16T09:00:00Z
8001112257,zm-jason,Practice software review,2,waiting,2026-05-12T11:00:00Z,30,America/New_York,https://zoom.us/j/8001112257,Agenda: Practice software review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-11T09:00:00Z
8001112258,zm-jason,Epic training session,2,waiting,2026-04-14T16:00:00Z,30,America/New_York,https://zoom.us/j/8001112258,Agenda: Epic training session. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-02-08T09:00:00Z
8001112259,zm-jason,Cerner training session,2,started,2026-05-08T12:00:00Z,90,America/New_York,https://zoom.us/j/8001112259,Agenda: Cerner training session. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-02T09:00:00Z
8001112260,zm-jason,Practice backup review,2,ended,2026-05-20T08:00:00Z,30,America/New_York,https://zoom.us/j/8001112260,Agenda: Practice backup review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-01-04T09:00:00Z
8001112261,zm-jason,Data retention review,2,started,2026-07-27T12:00:00Z,30,America/New_York,https://zoom.us/j/8001112261,Agenda: Data retention review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-06-08T09:00:00Z
8001112262,zm-jason,Records management review,2,waiting,2026-04-08T13:00:00Z,90,America/New_York,https://zoom.us/j/8001112262,Agenda: Records management review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-06-06T09:00:00Z
8001112263,zm-jason,Emergency contact review,2,ended,2026-04-24T09:00:00Z,60,America/New_York,https://zoom.us/j/8001112263,Agenda: Emergency contact review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-16T09:00:00Z
8001112264,zm-jason,Weekend coverage review,2,waiting,2026-05-21T10:00:00Z,30,America/New_York,https://zoom.us/j/8001112264,Agenda: Weekend coverage review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-06-27T09:00:00Z
8001112265,zm-jason,Vacation coverage,2,started,2026-07-24T12:00:00Z,30,America/New_York,https://zoom.us/j/8001112265,Agenda: Vacation coverage. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-06-18T09:00:00Z
8001112266,zm-jason,Fellow rotation review,2,ended,2026-02-21T15:00:00Z,30,America/New_York,https://zoom.us/j/8001112266,Agenda: Fellow rotation review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-04-16T09:00:00Z
8001112267,zm-jason,Attending coverage Q4,2,ended,2026-03-08T08:00:00Z,30,America/New_York,https://zoom.us/j/8001112267,Agenda: Attending coverage Q4. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-11T09:00:00Z
8001112268,zm-jason,Holiday coverage 2026,2,started,2026-06-15T15:00:00Z,30,America/New_York,https://zoom.us/j/8001112268,Agenda: Holiday coverage 2026. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-05-16T09:00:00Z
8001112269,zm-jason,Practice meeting September,2,started,2026-02-08T16:00:00Z,30,America/New_York,https://zoom.us/j/8001112269,Agenda: Practice meeting September. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-02T09:00:00Z
8001112270,zm-jason,All-hands Q3,2,ended,2026-05-26T14:00:00Z,60,America/New_York,https://zoom.us/j/8001112270,Agenda: All-hands Q3. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-06-03T09:00:00Z
8001112271,zm-jason,Partner retreat 2027,2,ended,2026-07-16T08:00:00Z,60,America/New_York,https://zoom.us/j/8001112271,Agenda: Partner retreat 2027. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-05-05T09:00:00Z
8001112272,zm-jason,Fellowship expansion,2,ended,2026-04-26T12:00:00Z,60,America/New_York,https://zoom.us/j/8001112272,Agenda: Fellowship expansion. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-02-24T09:00:00Z
8001112273,zm-jason,Cath lab upgrade discussion,2,ended,2026-07-16T10:00:00Z,90,America/New_York,https://zoom.us/j/8001112273,Agenda: Cath lab upgrade discussion. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-23T09:00:00Z
8001112274,zm-jason,TAVR study weekly coordinator sync,2,started,2026-03-12T15:00:00Z,90,America/New_York,https://zoom.us/j/8001112274,Agenda: TAVR study weekly coordinator sync. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-13T09:00:00Z
8001112275,zm-jason,IRB renewal review,2,ended,2026-04-25T15:00:00Z,60,America/New_York,https://zoom.us/j/8001112275,Agenda: IRB renewal review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-02-25T09:00:00Z
8001112276,zm-jason,Grand Rounds October prep,2,started,2026-02-18T13:00:00Z,30,America/New_York,https://zoom.us/j/8001112276,Agenda: Grand Rounds October prep. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-01-10T09:00:00Z
8001112277,zm-jason,M&M Conference October,2,ended,2026-04-08T10:00:00Z,30,America/New_York,https://zoom.us/j/8001112277,Agenda: M&M Conference October. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-07-24T09:00:00Z
8001112278,zm-jason,Practice partners Q3 review,2,ended,2026-05-18T08:00:00Z,60,America/New_York,https://zoom.us/j/8001112278,Agenda: Practice partners Q3 review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-05-08T09:00:00Z
8001112279,zm-jason,DSMB Q3 report review,2,waiting,2026-05-23T09:00:00Z,60,America/New_York,https://zoom.us/j/8001112279,Agenda: DSMB Q3 report review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-25T09:00:00Z
8001112280,zm-jason,Chen fellow 1:1,2,ended,2026-05-12T13:00:00Z,30,America/New_York,https://zoom.us/j/8001112280,Agenda: Chen fellow 1:1. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-05-16T09:00:00Z
8001112281,zm-jason,Whitfield co-PI weekly,2,ended,2026-09-18T12:00:00Z,90,America/New_York,https://zoom.us/j/8001112281,Agenda: Whitfield co-PI weekly. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-05-22T09:00:00Z
8001112282,zm-jason,Amanda Torres coordinator update,2,ended,2026-08-15T08:00:00Z,60,America/New_York,https://zoom.us/j/8001112282,Agenda: Amanda Torres coordinator update. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-06-12T09:00:00Z
8001112283,zm-jason,Fellowship curriculum committee,2,waiting,2026-02-15T16:00:00Z,30,America/New_York,https://zoom.us/j/8001112283,Agenda: Fellowship curriculum committee. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-13T09:00:00Z
8001112284,zm-jason,Site visit debrief - Riverside,2,started,2026-08-21T09:00:00Z,60,America/New_York,https://zoom.us/j/8001112284,Agenda: Site visit debrief - Riverside. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-24T09:00:00Z
8001112285,zm-jason,Site visit debrief - Summit,2,waiting,2026-02-14T14:00:00Z,30,America/New_York,https://zoom.us/j/8001112285,Agenda: Site visit debrief - Summit. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-06-04T09:00:00Z
8001112286,zm-jason,Site visit debrief - St Johns,2,waiting,2026-06-04T15:00:00Z,30,America/New_York,https://zoom.us/j/8001112286,Agenda: Site visit debrief - St Johns. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-12T09:00:00Z
8001112287,zm-jason,Journal club,2,started,2026-02-24T10:00:00Z,30,America/New_York,https://zoom.us/j/8001112287,Agenda: Journal club. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-04-21T09:00:00Z
8001112288,zm-jason,Cath lab morning huddle,2,waiting,2026-08-23T15:00:00Z,90,America/New_York,https://zoom.us/j/8001112288,Agenda: Cath lab morning huddle. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-18T09:00:00Z
8001112289,zm-jason,Practice all-hands Q3,2,started,2026-09-12T08:00:00Z,30,America/New_York,https://zoom.us/j/8001112289,Agenda: Practice all-hands Q3. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-02-20T09:00:00Z
8001112290,zm-jason,Chief fellow meeting,2,ended,2026-02-22T12:00:00Z,60,America/New_York,https://zoom.us/j/8001112290,Agenda: Chief fellow meeting. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-28T09:00:00Z
8001112291,zm-jason,Second-year fellows,2,waiting,2026-07-16T14:00:00Z,60,America/New_York,https://zoom.us/j/8001112291,Agenda: Second-year fellows. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-07T09:00:00Z
8001112292,zm-jason,First-year fellows,2,ended,2026-03-21T08:00:00Z,30,America/New_York,https://zoom.us/j/8001112292,Agenda: First-year fellows. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-16T09:00:00Z
8001112293,zm-jason,Peer review committee,2,started,2026-01-13T14:00:00Z,60,America/New_York,https://zoom.us/j/8001112293,Agenda: Peer review committee. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-11T09:00:00Z
8001112294,zm-jason,Quality improvement Q3,2,started,2026-04-27T11:00:00Z,90,America/New_York,https://zoom.us/j/8001112294,Agenda: Quality improvement Q3. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-03T09:00:00Z
8001112295,zm-jason,Patient satisfaction Q3,2,waiting,2026-03-01T16:00:00Z,90,America/New_York,https://zoom.us/j/8001112295,Agenda: Patient satisfaction Q3. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-22T09:00:00Z
8001112296,zm-jason,Complaint log review,2,started,2026-03-22T09:00:00Z,90,America/New_York,https://zoom.us/j/8001112296,Agenda: Complaint log review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-02T09:00:00Z
8001112297,zm-jason,Grievance response review,2,ended,2026-08-14T16:00:00Z,60,America/New_York,https://zoom.us/j/8001112297,Agenda: Grievance response review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-04T09:00:00Z
8001112298,zm-jason,Practice marketing update,2,started,2026-07-07T11:00:00Z,90,America/New_York,https://zoom.us/j/8001112298,Agenda: Practice marketing update. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-02-15T09:00:00Z
8001112299,zm-jason,Website content review,2,waiting,2026-04-04T15:00:00Z,90,America/New_York,https://zoom.us/j/8001112299,Agenda: Website content review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-07-25T09:00:00Z
8001112300,zm-jason,Practice photo directory,2,started,2026-04-25T11:00:00Z,30,America/New_York,https://zoom.us/j/8001112300,Agenda: Practice photo directory. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-02-18T09:00:00Z
8001112301,zm-jason,Referral network update,2,ended,2026-04-27T09:00:00Z,30,America/New_York,https://zoom.us/j/8001112301,Agenda: Referral network update. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-18T09:00:00Z
8001112302,zm-jason,Insurance panel review,2,ended,2026-05-17T09:00:00Z,60,America/New_York,https://zoom.us/j/8001112302,Agenda: Insurance panel review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-01T09:00:00Z
8001112303,zm-jason,Credentialing documents,2,started,2026-09-18T13:00:00Z,60,America/New_York,https://zoom.us/j/8001112303,Agenda: Credentialing documents. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-27T09:00:00Z
8001112304,zm-jason,Riverside privileges renewal,2,waiting,2026-06-28T12:00:00Z,30,America/New_York,https://zoom.us/j/8001112304,Agenda: Riverside privileges renewal. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-05-11T09:00:00Z
8001112305,zm-jason,St. Francis privileges renewal,2,started,2026-09-15T17:00:00Z,90,America/New_York,https://zoom.us/j/8001112305,Agenda: St. Francis privileges renewal. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-05-15T09:00:00Z
8001112306,zm-jason,Practice IT ticket review,2,waiting,2026-07-05T15:00:00Z,90,America/New_York,https://zoom.us/j/8001112306,Agenda: Practice IT ticket review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-04-11T09:00:00Z
8001112307,zm-jason,IT support review,2,started,2026-07-13T09:00:00Z,90,America/New_York,https://zoom.us/j/8001112307,Agenda: IT support review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-01-18T09:00:00Z
8001112308,zm-jason,Practice software review,2,ended,2026-08-21T11:00:00Z,90,America/New_York,https://zoom.us/j/8001112308,Agenda: Practice software review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-24T09:00:00Z
8001112309,zm-jason,Epic training session,2,waiting,2026-06-25T09:00:00Z,30,America/New_York,https://zoom.us/j/8001112309,Agenda: Epic training session. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-01-19T09:00:00Z
8001112310,zm-jason,Cerner training session,2,started,2026-09-10T16:00:00Z,30,America/New_York,https://zoom.us/j/8001112310,Agenda: Cerner training session. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-24T09:00:00Z
8001112311,zm-jason,Practice backup review,2,waiting,2026-05-28T14:00:00Z,90,America/New_York,https://zoom.us/j/8001112311,Agenda: Practice backup review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-17T09:00:00Z
8001112312,zm-jason,Data retention review,2,started,2026-04-05T15:00:00Z,90,America/New_York,https://zoom.us/j/8001112312,Agenda: Data retention review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-01-22T09:00:00Z
8001112313,zm-jason,Records management review,2,ended,2026-01-20T13:00:00Z,60,America/New_York,https://zoom.us/j/8001112313,Agenda: Records management review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-13T09:00:00Z
8001112314,zm-jason,Emergency contact review,2,started,2026-08-03T13:00:00Z,60,America/New_York,https://zoom.us/j/8001112314,Agenda: Emergency contact review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-07-26T09:00:00Z
8001112315,zm-jason,Weekend coverage review,2,waiting,2026-04-24T14:00:00Z,90,America/New_York,https://zoom.us/j/8001112315,Agenda: Weekend coverage review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-10T09:00:00Z
8001112316,zm-jason,Vacation coverage,2,waiting,2026-03-15T09:00:00Z,60,America/New_York,https://zoom.us/j/8001112316,Agenda: Vacation coverage. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-02-20T09:00:00Z
8001112317,zm-jason,Fellow rotation review,2,ended,2026-08-20T13:00:00Z,60,America/New_York,https://zoom.us/j/8001112317,Agenda: Fellow rotation review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-25T09:00:00Z
8001112318,zm-jason,Attending coverage Q4,2,ended,2026-05-16T13:00:00Z,30,America/New_York,https://zoom.us/j/8001112318,Agenda: Attending coverage Q4. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-05T09:00:00Z
8001112319,zm-jason,Holiday coverage 2026,2,ended,2026-07-17T09:00:00Z,90,America/New_York,https://zoom.us/j/8001112319,Agenda: Holiday coverage 2026. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-01-15T09:00:00Z
8001112320,zm-jason,Practice meeting September,2,started,2026-05-06T17:00:00Z,30,America/New_York,https://zoom.us/j/8001112320,Agenda: Practice meeting September. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-02-14T09:00:00Z
8001112321,zm-jason,All-hands Q3,2,waiting,2026-09-05T09:00:00Z,60,America/New_York,https://zoom.us/j/8001112321,Agenda: All-hands Q3. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-08-23T09:00:00Z
8001112322,zm-jason,Partner retreat 2027,2,started,2026-09-21T08:00:00Z,30,America/New_York,https://zoom.us/j/8001112322,Agenda: Partner retreat 2027. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-12T09:00:00Z
8001112323,zm-jason,Fellowship expansion,2,started,2026-09-10T13:00:00Z,90,America/New_York,https://zoom.us/j/8001112323,Agenda: Fellowship expansion. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-04-24T09:00:00Z
8001112324,zm-jason,Cath lab upgrade discussion,2,ended,2026-03-24T12:00:00Z,90,America/New_York,https://zoom.us/j/8001112324,Agenda: Cath lab upgrade discussion. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-09-20T09:00:00Z
8001112325,zm-jason,TAVR study weekly coordinator sync,2,started,2026-03-04T16:00:00Z,90,America/New_York,https://zoom.us/j/8001112325,Agenda: TAVR study weekly coordinator sync. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-07-08T09:00:00Z
8001112326,zm-jason,IRB renewal review,2,ended,2026-06-04T14:00:00Z,90,America/New_York,https://zoom.us/j/8001112326,Agenda: IRB renewal review. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-01T09:00:00Z
8001112327,zm-jason,Grand Rounds October prep,2,waiting,2026-07-01T11:00:00Z,30,America/New_York,https://zoom.us/j/8001112327,Agenda: Grand Rounds October prep. Duration ~60 minutes. Attendees: primary team + optional invitees. Zoom link generated at scheduling.,2026-03-11T09:00:00Z
